Size, Proteins
42,"Dot/Icm secretion system substratelpa:LPA_RS00225","Lipoproteinlpa:LPA_RS03825","Dot/Icm T4SS effectorlpa:LPA_RS06015","Hypothetical proteinlpa:LPA_RS04000","Hypothetical proteinlpa:LPA_RS03335","Hypothetical proteinlpa:LPA_RS15165","Hypothetical proteinlpa:LPA_RS15155","Hypothetical proteinlpa:LPA_RS15125","Hypothetical proteinlpa:LPA_RS14745","Substrate of the Dot/Icm secretion systemlpa:LPA_RS14265","Substrate of the Dot/Icm systemlpa:LPA_RS13435","Hypothetical proteinlpa:LPA_RS11735","Hypothetical proteinlpa:LPA_RS10735","Homoserine kinaselpa:LPA_RS10095","Hypothetical proteinlpa:LPA_RS09770","Hypothetical proteinlpa:LPA_RS09445","Hypothetical proteinlpa:LPA_RS09205","Permeaselpa:LPA_RS08870","Hypothetical proteinlpa:LPA_RS07700","Hypothetical proteinlpa:LPA_RS07660","Hypothetical proteinlpa:LPA_RS07525","Substrate of the Dot/Icm secretion systemlpa:LPA_RS06675","Hypothetical proteinlpa:LPA_RS06190","Hypothetical proteinlpa:LPA_RS06180","Acetyltransferaselpa:LPA_RS05970","Hypothetical proteinlpa:LPA_RS05245","Predicted in CGMlpa:LPA_RS05240","Dot/Icm secretion system substratelpa:LPA_RS04880","Hypothetical proteinlpa:LPA_RS04355","Hypothetical proteinlpa:LPA_RS03470","Substrate of the Dot/Icm secretion systemlpa:LPA_RS02805","Hypothetical proteinlpa:LPA_RS02715","Phosphoesteraselpa:LPA_RS02440","Ankyrin proteinlpa:LPA_RS02410","RNA-binding proteinlpa:LPA_RS02110","Hypothetical proteinlpa:LPA_RS02070","Hypothetical proteinlpa:LPA_RS01560","Hypothetical proteinlpa:LPA_RS01530","Hypothetical proteinlpa:LPA_RS01310","Hypothetical proteinlpa:LPA_RS01050","Dot/Icm T4SS effectorlpa:LPA_RS10840","Hypothetical proteinlpa:PL61"
43,"Hypothetical proteingm04455:CD630DERM_RS00545","GlcNAc-PI de-N-acetylase family proteingm04455:CD630DERM_RS12530","Transcriptional regulator, repressor-likegm04455:CD630DERM_RS09370","Putative membrane proteingm04455:CD630DERM_RS05160","Putative membrane proteingm04455:CD630DERM_RS07010","Uncharacterised proteingm04455:CD630DERM_RS19820","Putative exported proteingm04455:CD630DERM_RS19075","Hypothetical proteingm04455:CD630DERM_RS17610","Hypothetical proteingm04455:CD630DERM_RS15985","Hypothetical proteingm04455:CD630DERM_RS14425","Putative membrane proteingm04455:CD630DERM_RS14420","2-oxoglutarate translocatorgm04455:CD630DERM_RS13805","Putative exported proteingm04455:CD630DERM_RS13330","Hypothetical proteingm04455:CD630DERM_RS13155","NUMOD1 domain proteingm04455:CD630DERM_RS12260","Hypothetical proteingm04455:CD630DERM_RS12220","Putative exported proteingm04455:CD630DERM_RS12200","Hypothetical proteingm04455:CD630DERM_RS11665","Hypothetical proteingm04455:CD630DERM_RS11535","Putative cell division GTPasegm04455:CD630DERM_RS11365","Uncharacterised proteingm04455:CD630DERM_RS11165","Putative membrane proteingm04455:CD630DERM_RS10515","Putative membrane proteingm04455:CD630DERM_RS10510","Putative arginyl-tRNA synthetasegm04455:CD630DERM_RS09600","Putative lipoproteingm04455:CD630DERM_RS09375","Spore coat assembly proteingm04455:CD630DERM_RS08980","Uncharacterised proteingm04455:CD630DERM_RS08370","UbiD family decarboxylasegm04455:CD630DERM_RS08060","Putative membrane proteingm04455:CD630DERM_RS08055","Putative membrane proteingm04455:CD630DERM_RS07955","Putative membrane proteingm04455:CD630DERM_RS07750","Putative exported proteingm04455:CD630DERM_RS07590","Putative membrane proteingm04455:CD630DERM_RS07345","Putative membrane proteingm04455:CD630DERM_RS07325","Putative small acid-soluble spore protein SASPgm04455:CD630DERM_RS07290","Putative membrane proteingm04455:CD630DERM_RS07060","Putative lipoproteingm04455:CD630DERM_RS06375","Putative lipoproteingm04455:CD630DERM_RS06155","Uncharacterised proteingm04455:CD630DERM_RS06080","Putative exported proteingm04455:CD630DERM_RS06055","PTS system transporter subunit IIBgm04455:CD630DERM_RS04745","Putative exported proteingm04455:CD630DERM_RS02325","Hypothetical proteingm04455:CD630DERM_RS02050"
43,"Hypothetical proteinzmm:ZMOB_RS03790","Hypothetical proteinzmm:ZMOB_RS07630","Hypothetical proteinzmm:ZMOB_RS07635","DUF3617 domain-containing proteinzmm:ZMOB_RS00470","Hypothetical proteinzmm:ZMOB_RS07100","Hypothetical proteinzmm:ZMOB_RS07135","Hypothetical proteinzmm:ZMOB_RS07190","Hypothetical proteinzmm:ZMOB_RS07240","Hypothetical proteinzmm:ZMOB_RS07340","Hypothetical proteinzmm:ZMOB_RS07360","Hypothetical proteinzmm:ZMOB_RS07475","Hypothetical proteinzmm:ZMOB_RS07925","Hypothetical proteinzmm:ZMOB_RS07930","Hypothetical proteinzmm:ZMOB_RS08410","Hypothetical proteinzmm:ZMOB_RS08555","Hypothetical proteinzmm:ZMOB_RS08660","Hypothetical proteinzmm:ZMOB_RS08910","Hypothetical proteinzmm:ZMOB_RS09060","Hypothetical proteinzmm:ZMOB_RS00260","Hypothetical proteinzmm:ZMOB_RS00345","Hypothetical proteinzmm:ZMOB_RS00625","Hypothetical proteinzmm:ZMOB_RS00675","Hypothetical proteinzmm:ZMOB_RS01010","Hypothetical proteinzmm:ZMOB_RS01255","Cell envelope biogenesis protein TonBzmm:ZMOB_RS01340","Hypothetical proteinzmm:ZMOB_RS01650","Hypothetical proteinzmm:ZMOB_RS01920","Hypothetical proteinzmm:ZMOB_RS01930","Hypothetical proteinzmm:ZMOB_RS02700","Succinate dehydrogenase cytochrome b subunitzmm:ZMOB_RS05665","Hypothetical proteinzmm:ZMOB_RS05345","Hypothetical proteinzmm:ZMOB_RS05205","Hypothetical proteinzmm:ZMOB_RS05150","Hypothetical proteinzmm:ZMOB_RS05030","Hypothetical proteinzmm:ZMOB_RS04825","Hypothetical proteinzmm:ZMOB_RS04810","Head proteinzmm:ZMOB_RS04785","Hypothetical proteinzmm:ZMOB_RS04780","Hypothetical proteinzmm:ZMOB_RS04775","Putative transcriptional regulator, XRE familyzmm:ZMOB_RS04730","Hypothetical proteinzmm:ZMOB_RS04485","Acetyltransferase ribosomal protein N-acetylasezmm:ZMOB_RS03280","Hypothetical proteinzmm:ZMOB_RS03780"
43,"Predicted in CGMcbg:CBUG_RS09910","Predicted in CGMcbg:CBUG_RS06825","Predicted in CGMcbg:CBUG_RS01820(1)","Ankyrin repeat proteincbg:CBUG_RS00675(1)","Predicted in CGMcbg:CBUG_RS05155","Predicted in CGMcbg:PL1934","Hypothetical proteincbg:CBUG_RS10545","Predicted in CGMcbg:CBUG_RS10465","Predicted in CGMcbg:CBUG_RS10455","Predicted in CGMcbg:PL1957(1)","Predicted in CGMcbg:CBUG_RS01210","Hypothetical cytosolic proteincbg:ST534","Hypothetical proteincbg:CBUG_RS00435","Predicted in CGMcbg:PL298(1)","Predicted in CGMcbg:PL298(2)","Predicted in CGMcbg:PL348","Hypothetical proteincbg:CBUG_RS02325","Hypothetical proteincbg:CBUG_RS02340","Membrane proteincbg:CBUG_RS02390(1)","Predicted in CGMcbg:PL449","Hypothetical proteincbg:CBUG_RS02955(1)","Predicted in CGMcbg:CBUG_RS03195(2)","Hypothetical cytosolic proteincbg:ST1025","Membrane proteincbg:CBUG_RS03790","Hypothetical membrane proteincbg:ST1540","Predicted in CGMcbg:CBUG_RS04010","Predicted in CGMcbg:CBUG_RS04220","Predicted in CGMcbg:CBUG_RS04285(1)","Hypothetical proteincbg:CBUG_RS04285(3)","Hypothetical membrane-associated proteincbg:GIB1663","Hypothetical proteincbg:CBUG_RS05610","Hypothetical proteincbg:CBUG_RS06220","Hypothetical proteincbg:CBUG_RS07190","Hypothetical membrane proteincbg:CBUG_RS07975","Hypothetical membrane spanning proteincbg:CBUG_RS08350(1)","Putative membrane proteincbg:CBUG_RS08350(2)","Predicted in CGMcbg:PL1639","Predicted in CGMcbg:PL1664(2)","Predicted in CGMcbg:PL1664(1)","Predicted in CGMcbg:PL1786","Predicted in CGMcbg:PL1802(2)","Predicted in CGMcbg:PL1802(1)","Hypothetical proteincbg:PL1857"
43,"Hypothetical proteingm04186:SD28_RS01850","Cell division protein BolAgm04186:SD28_RS04725","LysR family transcriptional regulatorgm04186:SD28_RS00920(3)","Hypothetical membrane proteingm04186:SD28_RS01495","Hypothetical membrane proteingm04186:SD28_RS02800(1)","Membrane proteingm04186:SD28_RS04220(1)","Membrane proteingm04186:SD28_RS03015","Membrane proteingm04186:SD28_RS03720","Pilus assembly proteingm04186:SD28_RS02785","Membrane proteingm04186:SD28_RS07705","Membrane proteingm04186:SD28_RS04220(2)","Predicted in CGMgm04186:SD28_RS05745","Predicted in CGMgm04186:SD28_RS01300","Hypothetical proteingm04186:SD28_RS02715","Membrane proteingm04186:SD28_RS03390","Predicted in CGMgm04186:SD28_RS07365","Cell division proteingm04186:SD28_RS03030","Hypothetical proteingm04186:SD28_RS03960","Hypothetical proteingm04186:SD28_RS04095","Hypothetical proteingm04186:SD28_RS04705","Membrane proteingm04186:SD28_RS04270","Membrane proteingm04186:SD28_RS04275","Kinesin 4gm04186:SD28_RS05490","Phage infection proteingm04186:SD28_RS05020","Hypothetical proteingm04186:SD28_RS05410","Chloroquine resistance marker proteingm04186:SD28_RS05755","Hypothetical proteingm04186:SD28_RS04325","Hypothetical proteingm04186:SD28_RS02150","Membrane proteingm04186:SD28_RS04395","Hypothetical proteingm04186:SD28_RS07660","Colicin V production proteingm04186:SD28_RS00095","Hypothetical proteingm04186:SD28_RS00130","Gramicidin S synthasegm04186:SD28_RS00195","Hypothetical proteingm04186:SD28_RS00210","Hypothetical proteingm04186:SD28_RS06145","Hypothetical proteingm04186:SD28_RS06295","Hypothetical proteingm04186:SD28_RS03735","MFS transportergm04186:SD28_RS05085","Hypothetical proteingm04186:SD28_RS07315","Hypothetical proteingm04186:SD28_RS07325","Hypothetical proteingm04186:SD28_RS01400","Membrane proteingm04186:SD28_RS02615","LysR family transcriptional regulatorgm04186:SD28_RS01010(3)"
43,"Conserved exported protein of unknown functioncsy:CENSYA_1769","4Fe-4S ferredoxincsy:CENSYA_0289","Hypothetical membrane proteincsy:CENSYA_0064","Hypothetical proteincsy:CENSYA_0601","Conserved exported protein of unknown functioncsy:CENSYA_0090(2)","Conserved exported protein of unknown functioncsy:CENSYA_1335(2)","Conserved exported protein of unknown functioncsy:CENSYA_1874","Secreted periplasmic Zn-dependent proteasecsy:CENSYA_1145(2)","Conserved exported protein of unknown functioncsy:CENSYA_0793","Hypothetical proteincsy:CENSYA_1075","Conserved exported protein of unknown functioncsy:CENSYA_0159(1)","Hypothetical proteincsy:CENSYA_1966","Hypothetical proteincsy:CENSYA_0267","Conserved exported protein of unknown functioncsy:CENSYA_0017","Hypothetical proteincsy:CENSYA_0179","Conserved membrane protein of unknown functioncsy:CENSYA_1852","Conserved exported protein of unknown functioncsy:CENSYA_1819","Hypothetical proteincsy:CENSYA_1883","Hypothetical proteincsy:CENSYA_1811","Conserved exported protein of unknown functioncsy:CENSYA_1222","Hypothetical proteincsy:CENSYA_1858","Hypothetical proteincsy:CENSYA_0240","Hypothetical proteincsy:CENSYA_1894","DNA/RNA-binding protein AlbAcsy:CENSYA_0302","Conserved exported protein of unknown functioncsy:CENSYA_0478","Hypothetical proteincsy:CENSYA_1891","Conserved exported protein of unknown functioncsy:CENSYA_1221(2)","Hypothetical proteincsy:CENSYA_0119","Hypothetical proteincsy:CENSYA_1584","Hypothetical proteincsy:CENSYA_1559","Hypothetical proteincsy:CENSYA_1439","Hypothetical proteincsy:CENSYA_2044","Hypothetical proteincsy:CENSYA_0832","Conserved exported protein of unknown functioncsy:CENSYA_1583","Hypothetical proteincsy:CENSYA_0877","Conserved exported protein of unknown functioncsy:CENSYA_0273","Conserved exported protein of unknown functioncsy:CENSYA_0498","Secreted periplasmic Zn-dependent proteasecsy:CENSYA_1060","DNA topoisomerase type IA Zn finger domain-containing proteincsy:CENSYA_1782","Hypothetical proteincsy:CENSYA_0967","Conserved exported protein of unknown functioncsy:CENSYA_0487","Conserved membrane protein of unknown functioncsy:CENSYA_0514","Hypothetical proteincsy:CENSYA_0073"
44,"Hypothetical proteinagr:AGROH133_RS00140","BA14K-like proteinagr:AGROH133_RS09495","Hypothetical proteinagr:AGROH133_RS06975","Phosphoglycerate kinaseagr:AGROH133_RS23275(2)","Phospholipid-binding proteinagr:AGROH133_RS14315","Hypothetical proteinagr:AGROH133_RS14700","Hypothetical proteinagr:AGROH133_RS20935","Hypothetical proteinagr:AGROH133_RS20865","Conserved exported protein of unknown functionagr:AGROH133_RS19960","Hypothetical proteinagr:AGROH133_RS19675","Hypothetical proteinagr:AGROH133_RS18605","Hypothetical proteinagr:AGROH133_RS18570","Hypothetical proteinagr:AGROH133_RS18565","Hypothetical proteinagr:AGROH133_RS18510(1)","Conserved exported protein of unknown functionagr:AGROH133_RS18475","Hypothetical proteinagr:AGROH133_RS17425","Hypothetical proteinagr:AGROH133_RS16815","Conserved exported protein of unknown functionagr:AGROH133_RS16065","Hypothetical proteinagr:AGROH133_RS13245","Hypothetical proteinagr:AGROH133_RS11840","Conserved exported protein of unknown functionagr:AGROH133_RS10495","Conserved exported protein of unknown functionagr:AGROH133_RS10305","Hypothetical proteinagr:AGROH133_RS09045","Hypothetical proteinagr:AGROH133_RS08975","Hypothetical proteinagr:AGROH133_RS08655","Hypothetical proteinagr:AGROH133_RS08535","Hypothetical proteinagr:AGROH133_RS08515","Hypothetical proteinagr:AGROH133_RS08460","Hypothetical proteinagr:AGROH133_RS08305","Hypothetical proteinagr:AGROH133_RS08225","Hypothetical proteinagr:AGROH133_RS07860","Hypothetical proteinagr:AGROH133_RS07850","Predicted in CGMagr:AGROH133_RS07660","Hypothetical proteinagr:AGROH133_RS07610","Hypothetical proteinagr:AGROH133_RS18915","Conserved exported protein of unknown functionagr:AGROH133_RS04685","Hypothetical proteinagr:AGROH133_RS04335","Hypothetical proteinagr:AGROH133_RS04260","Hypothetical proteinagr:AGROH133_RS04095","Hypothetical proteinagr:AGROH133_RS02715","Hypothetical proteinagr:AGROH133_RS02270","Hypothetical proteinagr:AGROH133_RS02230","Transcriptional regulatoragr:AGROH133_RS00800","Hypothetical proteinagr:AGROH133_RS00735"
45,"Lectingm03708:VU14_RS00350","DsDNA-mimic proteingm03708:VU14_RS10040","Hypothetical proteingm03708:VU14_RS18010","Hypothetical proteingm03708:VU14_RS21725","Hypothetical proteingm03708:VU14_RS01760","Hypothetical proteingm03708:VU14_RS00890","Hypothetical proteingm03708:VU14_RS01665","Hypothetical proteingm03708:VU14_RS01810","Hypothetical proteingm03708:VU14_RS02645","Hypothetical proteingm03708:VU14_RS03655","Hypothetical proteingm03708:VU14_RS03660","Hypothetical proteingm03708:VU14_RS03725","Hypothetical proteingm03708:VU14_RS03915","Hypothetical proteingm03708:VU14_RS04970","Hypothetical proteingm03708:VU14_RS06220","Hypothetical proteingm03708:VU14_RS06800","Hypothetical proteingm03708:VU14_RS06870","Hypothetical proteingm03708:VU14_RS07405","Hypothetical proteingm03708:VU14_RS07415","Hypothetical proteingm03708:VU14_RS07685","Hypothetical proteingm03708:VU14_RS08785","Hypothetical proteingm03708:VU14_RS11885","Chemotaxis protein CheYgm03708:VU14_RS11635","Hypothetical proteingm03708:VU14_RS10370","Hypothetical proteingm03708:VU14_RS12735","Hypothetical proteingm03708:VU14_RS14525","Hypothetical proteingm03708:VU14_RS14800","Hypothetical proteingm03708:VU14_RS15010","Hypothetical proteingm03708:VU14_RS15065","Hypothetical proteingm03708:VU14_RS16285","Hypothetical proteingm03708:VU14_RS16925","Hypothetical proteingm03708:VU14_RS16960","Hypothetical proteingm03708:VU14_RS17480","Hypothetical proteingm03708:VU14_RS18260","Hypothetical proteingm03708:VU14_RS18565","Hypothetical proteingm03708:VU14_RS18890","Hypothetical proteingm03708:VU14_RS18925","Hypothetical proteingm03708:VU14_RS19305","Hypothetical proteingm03708:VU14_RS19340","Hypothetical proteingm03708:VU14_RS19490","Hypothetical proteingm03708:VU14_RS19935","Hypothetical proteingm03708:VU14_RS20015","Hypothetical proteingm03708:VU14_RS20080","Hypothetical proteingm03708:VU14_RS20300","Hypothetical proteingm03708:VU14_RS21565"
45,"Hypothetical proteinmau:MICAU_RS08030","OsmC family proteinmau:MICAU_RS14115","Hypothetical proteinmau:MICAU_RS03655","Hypothetical proteinmau:MICAU_RS01460","Hypothetical proteinmau:MICAU_RS29525","Sterol-binding proteinmau:MICAU_RS25010","Hypothetical proteinmau:MICAU_RS17985","Hypothetical proteinmau:MICAU_RS06235","DNA-binding proteinmau:MICAU_RS04290","XRE family transcriptional regulatormau:MICAU_RS27900","Hypothetical proteinmau:MICAU_RS26395","Hypothetical proteinmau:MICAU_RS00210","Hypothetical proteinmau:MICAU_RS29240","Predicted in CGMmau:PS1650","Predicted in CGMmau:MICAU_RS02665","Predicted in CGMmau:MICAU_RS02730","Hypothetical proteinmau:PL2871","Hypothetical proteinmau:PL4422","Hypothetical proteinmau:MICAU_RS02490","Hypothetical proteinmau:MICAU_RS00795","Hypothetical proteinmau:MICAU_RS16075","Hypothetical proteinmau:PS15","Hypothetical proteinmau:MICAU_RS28680","Hypothetical proteinmau:MICAU_RS04190","Hypothetical proteinmau:MICAU_RS22035","Hypothetical proteinmau:MICAU_RS31065","Hypothetical proteinmau:MICAU_RS24460","Hypothetical proteinmau:MICAU_RS23280","Hypothetical proteinmau:MICAU_RS26295","Hypothetical proteinmau:MICAU_RS16160","Hypothetical proteinmau:MICAU_RS07575","Hypothetical proteinmau:MICAU_RS16085","Hypothetical proteinmau:MICAU_RS04300","Hypothetical proteinmau:MICAU_RS27235","Hypothetical proteinmau:MICAU_RS04230","Hypothetical proteinmau:MICAU_RS14065","Hypothetical proteinmau:MICAU_RS04295","Hypothetical proteinmau:MICAU_RS22475","Hypothetical proteinmau:MICAU_RS04285","Hypothetical proteinmau:MICAU_RS07050","Hypothetical proteinmau:MICAU_RS20810","Cyclasemau:MICAU_RS23430","Hypothetical proteinmau:MICAU_RS10505","Hypothetical proteinmau:MICAU_RS21065","Hypothetical proteinmau:MICAU_RS17040"
46,"Hypothetical proteingm03333:ACATY_RS00925","Hypothetical proteingm03333:ACATY_RS12610","Hypothetical proteingm03333:ACATY_RS03565","Hypothetical proteingm03333:ACATY_RS01185","Hypothetical proteingm03333:ACATY_RS06815","Hypothetical proteingm03333:ACATY_RS00300","Hypothetical proteingm03333:ACATY_RS05860","Hypothetical proteingm03333:ACATY_RS00265","Magnesium transporter CorAgm03333:ACATY_RS06470","Hypothetical proteingm03333:ACATY_RS00130","Hypothetical proteingm03333:ACATY_RS01995","Hypothetical proteingm03333:ACATY_RS02170","Hypothetical proteingm03333:ACATY_RS01490","Hypothetical proteingm03333:ACATY_RS13330","Hypothetical proteingm03333:ACATY_RS13335","Hypothetical proteingm03333:ACATY_RS12625","Hypothetical proteingm03333:ACATY_RS03460","Hypothetical proteingm03333:ACATY_RS03465","Hypothetical proteingm03333:ACATY_RS02915","Hypothetical proteingm03333:ACATY_RS02195","Hypothetical proteingm03333:ACATY_RS10235","Hypothetical proteingm03333:ACATY_RS07115","Hypothetical proteingm03333:ACATY_RS03745","Hypothetical proteingm03333:ACATY_RS03810","Hypothetical proteingm03333:ACATY_RS03625","Hypothetical proteingm03333:ACATY_RS05655","Hypothetical proteingm03333:ACATY_RS04860","Hypothetical proteingm03333:ACATY_RS10735","Hypothetical proteingm03333:ACATY_RS07860","Hypothetical proteingm03333:ACATY_RS10600","Hypothetical proteingm03333:ACATY_RS04345","Hypothetical proteingm03333:ACATY_RS14585","Hypothetical proteingm03333:ACATY_RS10450","Hypothetical proteingm03333:ACATY_RS07050","Hypothetical proteingm03333:ACATY_RS07340","Flagellar motor protein MotBgm03333:ACATY_RS01825","Hypothetical proteingm03333:ACATY_RS02135","Hypothetical proteingm03333:ACATY_RS02100","Hypothetical proteingm03333:ACATY_RS11390","Pilingm03333:ACATY_RS05845","Ribosome-binding factor Agm03333:ACATY_RS11515","Hypothetical proteingm03333:ACATY_RS11680","Hypothetical proteingm03333:ACATY_RS02945","Hypothetical proteingm03333:ACATY_RS12440","Hypothetical proteingm03333:ACATY_RS13490","Hypothetical proteingm03333:ACATY_RS05310"
46,"Hypothetical proteinefl:EF62_RS02120","Hypothetical proteinefl:EF62_RS01805","Hypothetical proteinefl:EF62_RS01860","Hypothetical proteinefl:EF62_RS01500","Hypothetical proteinefl:EF62_RS00740","Peptidaseefl:EF62_RS00700","Hypothetical proteinefl:EF62_RS00585","Hypothetical proteinefl:EF62_RS00545","Hypothetical proteinefl:EF62_RS00040","Hypothetical proteinefl:EF62_RS00005","Hypothetical proteinefl:EF62_RS14510","Hypothetical proteinefl:EF62_RS14205","Hypothetical proteinefl:EF62_RS13835","Hypothetical proteinefl:EF62_RS13815","Hypothetical proteinefl:EF62_RS13670","Hypothetical proteinefl:EF62_RS13440","Hypothetical proteinefl:EF62_RS12665","Hypothetical proteinefl:EF62_RS12140","Hypothetical proteinefl:EF62_RS12125","Hypothetical proteinefl:EF62_RS12100","Hypothetical proteinefl:EF62_RS11630","Hypothetical proteinefl:EF62_RS11555","Hypothetical proteinefl:EF62_RS11485","Hypothetical proteinefl:EF62_RS11430","Hypothetical proteinefl:EF62_RS09805","Methionine ABC transporter ATP-binding proteinefl:EF62_RS09755","Hypothetical proteinefl:EF62_RS09460","Hypothetical proteinefl:EF62_RS09395","Hypothetical proteinefl:EF62_RS09325(1)","Hypothetical proteinefl:EF62_RS09205","Hypothetical proteinefl:EF62_RS09150","Predicted in CGMefl:PS2105","Hypothetical proteinefl:EF62_RS08645","Hypothetical proteinefl:EF62_RS07960","Hypothetical proteinefl:EF62_RS07805","Hypothetical proteinefl:EF62_RS07660","Hypothetical proteinefl:EF62_RS07600","Hypothetical proteinefl:EF62_RS06025","Hypothetical proteinefl:EF62_RS05990","Hypothetical proteinefl:EF62_RS05605","Hypothetical proteinefl:EF62_RS05520","Hypothetical proteinefl:EF62_RS04975","Hypothetical proteinefl:EF62_RS03655","Hypothetical proteinefl:EF62_RS03625","Hypothetical proteinefl:EF62_RS02520","Predicted in CGMefl:EF62_RS02290"
